0.5678, 0.8707, 0.6814, 0.0228, -0.0090, 1.0569
0.5552, 0.9022, 0.6940, 0.0171, -0.0124, 1.0446
0.5647, 0.9369, 0.6593, 0.0157, -0.0090, 1.0474
0.5678, 0.8959, 0.6498, 0.0238, -0.0086, 1.0441
0.5489, 0.8833, 0.6562, 0.0228, -0.0052, 1.0636
0.5489, 0.8959, 0.6625, 0.0133, -0.0052, 1.0674
0.5552, 0.9211, 0.6625, 0.0171, -0.0090, 1.0469
0.5584, 0.9054, 0.6530, 0.0133, -0.0105, 1.0726
0.5552, 0.8959, 0.6562, 0.0200, -0.0119, 1.0636
0.5804, 0.8896, 0.6688, 0.0086, -0.0019, 1.0517
0.5647, 0.9117, 0.6719, 0.0181, -0.0105, 1.0569
0.5426, 0.9085, 0.6688, 0.0247, -0.0095, 1.0579
0.5647, 0.8927, 0.6656, 0.0257, -0.0024, 1.0564
0.5552, 0.8959, 0.6562, 0.0190, 0.0014, 1.0488
0.5268, 0.9054, 0.6909, 0.0295, -0.0048, 1.0697
0.5678, 0.8770, 0.6625, 0.0195, -0.0143, 1.0522
0.5521, 0.8864, 0.6656, 0.0185, -0.0043, 1.0427
0.5804, 0.9022, 0.6688, 0.0228, -0.0071, 1.0564
0.5615, 0.9085, 0.6751, 0.0233, -0.0067, 1.0403
0.5647, 0.9054, 0.6530, 0.0247, -0.0029, 1.0726
0.5489, 0.8833, 0.6625, 0.0219, -0.0081, 1.0621
0.5489, 0.8959, 0.6498, 0.0190, -0.0095, 1.0674
0.5584, 0.8991, 0.6656, 0.0204, -0.0114, 1.0640
0.5710, 0.8927, 0.6782, 0.0252, -0.0014, 1.0626
0.5489, 0.8833, 0.6751, 0.0176, -0.0033, 1.0693
0.5773, 0.8864, 0.6593, 0.0238, -0.0109, 1.0640
0.5773, 0.9180, 0.6404, 0.0204, -0.0109, 1.0512
0.5773, 0.8864, 0.6656, 0.0119, -0.0076, 1.0598
0.5521, 0.8927, 0.6467, 0.0190, -0.0095, 1.0583
0.5678, 0.8959, 0.6625, 0.0181, -0.0114, 1.0564
0.5584, 0.9022, 0.6814, 0.0271, -0.0057, 1.0512
0.5457, 0.9117, 0.6530, 0.0171, -0.0067, 1.0550
0.5205, 0.8927, 0.6782, 0.0114, 0.0005, 1.0450
0.5521, 0.9243, 0.6593, 0.0214, -0.0057, 1.0488
0.5300, 0.9085, 0.6688, 0.0176, -0.0057, 1.0531
0.5363, 0.9211, 0.6688, 0.0238, -0.0081, 1.0507
0.5457, 0.8675, 0.6656, 0.0228, -0.0081, 1.0460
0.5615, 0.9148, 0.6940, 0.0119, -0.0071, 1.0531
0.5962, 0.8991, 0.6719, 0.0128, -0.0071, 1.0455
0.5426, 0.9338, 0.6688, 0.0128, -0.0067, 1.0512
0.5804, 0.8959, 0.6751, 0.0219, -0.0124, 1.0498
0.5741, 0.9085, 0.6688, 0.0214, -0.0005, 1.0536
0.5615, 0.9085, 0.6877, 0.0238, -0.0005, 1.0512
0.5678, 0.9022, 0.6435, 0.0181, -0.0033, 1.0721
0.5678, 0.9148, 0.6688, 0.0200, -0.0038, 1.0526
0.5647, 0.8991, 0.6467, 0.0166, -0.0043, 1.0579
0.5741, 0.9022, 0.6688, 0.0219, -0.0119, 1.0697
0.5741, 0.8959, 0.6688, 0.0295, -0.0057, 1.0555
0.5615, 0.9022, 0.6814, 0.0204, 0.0010, 1.0474
0.5394, 0.8864, 0.6719, 0.0309, 0.0067, 1.0569
0.5552, 0.8770, 0.6562, 0.0228, -0.0052, 1.0488
0.5804, 0.9211, 0.6562, 0.0209, -0.0086, 1.0555
0.5489, 0.9085, 0.6751, 0.0209, -0.0138, 1.0541
0.5457, 0.8927, 0.6656, 0.0204, -0.0086, 1.0517
0.5363, 0.9022, 0.6246, 0.0157, -0.0095, 1.0636
0.5426, 0.8959, 0.6625, 0.0200, -0.0048, 1.0526
0.5678, 0.8517, 0.6688, 0.0214, -0.0086, 1.0531
0.5678, 0.9085, 0.6814, 0.0171, -0.0005, 1.0550
0.5647, 0.8991, 0.6656, 0.0214, -0.0071, 1.0541
0.5394, 0.9180, 0.6845, 0.0166, -0.0119, 1.0517
0.5741, 0.9085, 0.6688, 0.0223, -0.0105, 1.0607
0.5521, 0.8864, 0.6719, 0.0238, -0.0052, 1.0769
0.5678, 0.8896, 0.6751, 0.0219, -0.0100, 1.0564
0.5521, 0.9180, 0.6530, 0.0252, -0.0038, 1.0564
0.5899, 0.8864, 0.6782, 0.0247, 0.0014, 1.0626
0.5647, 0.8991, 0.6782, 0.0209, -0.0114, 1.0384
0.5710, 0.9180, 0.6782, 0.0076, -0.0024, 1.0431
0.5584, 0.8801, 0.6719, 0.0214, -0.0057, 1.0674
0.5647, 0.8738, 0.6593, 0.0233, -0.0024, 1.0512
0.5457, 0.9054, 0.6719, 0.0295, -0.0081, 1.0484
0.5552, 0.9180, 0.6782, 0.0233, -0.0162, 1.0512
0.5647, 0.8864, 0.6530, 0.0109, -0.0086, 1.0650
0.5552, 0.9022, 0.6814, 0.0204, -0.0081, 1.0636
0.5678, 0.8833, 0.6593, 0.0152, -0.0081, 1.0517
0.5678, 0.9022, 0.6782, 0.0095, -0.0086, 1.0488
0.5678, 0.9085, 0.6814, 0.0242, -0.0071, 1.0569
0.5331, 0.8927, 0.6656, 0.0133, -0.0166, 1.0574
0.5615, 0.8770, 0.6814, 0.0166, -0.0038, 1.0560
0.5552, 0.9085, 0.6877, 0.0214, -0.0010, 1.0469
0.5584, 0.8991, 0.6845, 0.0147, -0.0128, 1.0536
0.5457, 0.8738, 0.6656, 0.0214, -0.0100, 1.0545
0.5521, 0.8927, 0.6719, 0.0228, -0.0081, 1.0574
0.5647, 0.8927, 0.6845, 0.0176, -0.0105, 1.0379
0.5615, 0.9022, 0.6814, 0.0157, -0.0119, 1.0436
0.5521, 0.8801, 0.6404, 0.0242, -0.0014, 1.0460
0.5521, 0.8927, 0.6593, 0.0157, 0.0038, 1.0427
0.5773, 0.9117, 0.6845, 0.0190, -0.0071, 1.0721
0.5521, 0.8927, 0.6656, 0.0209, -0.0105, 1.0545
0.5710, 0.8675, 0.6719, 0.0228, -0.0038, 1.0498
0.5584, 0.8549, 0.6593, 0.0190, -0.0105, 1.0617
0.5741, 0.8770, 0.6751, 0.0147, -0.0109, 1.0688
0.5521, 0.8675, 0.6845, 0.0166, -0.0076, 1.0626
0.5804, 0.9022, 0.6688, 0.0185, -0.0071, 1.0479
0.5647, 0.9054, 0.6719, 0.0219, -0.0048, 1.0560
0.5394, 0.9369, 0.6719, 0.0214, -0.0019, 1.0560
0.5394, 0.8991, 0.6719, 0.0214, -0.0071, 1.0522
0.5615, 0.8707, 0.6562, 0.0181, -0.0057, 1.0460
0.5394, 0.8801, 0.6593, 0.0214, -0.0100, 1.0422
0.5521, 0.9180, 0.6782, 0.0223, -0.0067, 1.0507
0.5647, 0.9369, 0.6656, 0.0223, -0.0119, 1.0541
0.5647, 0.8927, 0.6467, 0.0181, -0.0114, 1.0636
0.5457, 0.9306, 0.6656, 0.0238, -0.0057, 1.0417
0.5647, 0.9180, 0.6593, 0.0228, -0.0000, 1.0598
0.5489, 0.8770, 0.6814, 0.0204, -0.0024, 1.0526
