328, -240, 17496
496, -160, 17432
192, -256, 17592
328, -176, 17664
144, -312, 17608
352, -304, 17576
296, -248, 17704
320, -360, 17608
416, -208, 17848
392, -256, 17624
384, -256, 17480
232, -304, 17736
400, -400, 17560
448, -216, 17968
448, -368, 17496
376, 24, 17944
472, -264, 17744
432, -104, 18056
344, -240, 17528
288, -160, 17520
408, -264, 17568
240, -400, 17728
192, -16, 17840
216, -280, 18336
336, -632, 17440
-600, -568, 17632
256, -192, 17056
344, -176, 17216
384, -40, 17760
320, -168, 17408
312, -544, 17368
128, -336, 17712
392, -328, 17936
440, -16, 17752
376, -328, 17336
1832, 704, 20024
-240, -16, 18360
456, -344, 17416
392, -32, 17608
384, -384, 17544
544, -560, 17584
416, -408, 17424
488, -120, 17472
368, -328, 17624
400, -288, 17624
440, -384, 17760
440, -424, 17832
296, -352, 17440
272, -280, 17600
432, -320, 17696
480, -104, 17704
280, -224, 17640
216, -392, 17296
400, -440, 17424
560, -224, 17736
384, -456, 17560
384, -328, 17576
360, -176, 17824
216, -432, 17888
400, -240, 17640
176, -344, 17416
376, -304, 17744
504, -336, 17608
440, -464, 17896
424, -392, 17648
464, -352, 17464
328, -312, 17512
224, -224, 17704
344, -328, 17768
480, -408, 17792
240, -368, 17624
600, -256, 17672
464, -256, 17544
336, -264, 17704
392, -168, 17776
408, -256, 17592
328, -232, 17688
544, -304, 17640
216, -368, 17688
472, -376, 17760
432, -216, 17536
456, -192, 17776
424, -288, 17856
368, -368, 17448
280, -432, 17912
320, -288, 17624
280, -336, 17720
448, -328, 17688
400, -200, 17536
208, -424, 17568
224, -440, 17744
392, -288, 17448
368, -128, 17808
544, -88, 17416
528, -240, 17712
320, -288, 17712
216, -288, 17664
256, -192, 17560
384, -72, 17832
496, -288, 17632
328, -464, 17624
264, -544, 17832
1000, -1112, 17552
936, 1064, 16512
-408, 336, 16896
-328, -1848, 16800
-792, -248, 18840
-24, -1464, 17120
720, 736, 18192
536, 104, 17232
632, 552, 19256
-32, -1528, 16320
696, 1560, 19968
616, -1104, 19616
-248, -496, 16640
-744, 1448, 17704
-640, -2064, 19464
328, 176, 18648
704, -48, 17560
-152, 1240, 16112
40, -496, 18912
560, 1264, 15656
840, 400, 20152
-848, 912, 16184
224, -1256, 15472
-1472, 16, 19136
-992, -768, 18408
