-78, 190, 168
-76, 194, 172
-85, 199, 177
-85, 197, 169
-90, 194, 164
-81, 193, 171
-78, 198, 170
-83, 195, 171
-88, 196, 164
-76, 196, 172
-82, 194, 166
-88, 192, 170
-85, 195, 165
-83, 195, 163
-73, 197, 167
-82, 196, 174
-84, 200, 166
-87, 201, 161
-83, 193, 173
-82, 198, 174
-80, 190, 174
-83, 193, 171
-73, 195, 173
-87, 193, 175
-85, 201, 169
-84, 190, 168
-81, 197, 177
-80, 192, 170
-83, 193, 161
-75, 197, 171
-85, 191, 173
-84, 190, 174
-89, 191, 165
-82, 192, 174
-73, 199, 165
-79, 189, 165
-79, 191, 171
-76, 196, 170
-81, 189, 173
-79, 195, 173
-82, 196, 172
-79, 195, 167
-77, 195, 171
-80, 190, 166
-78, 194, 174
-84, 196, 172
-78, 198, 174
-89, 191, 165
-85, 185, 165
-71, 199, 163
-77, 187, 167
-83, 201, 169
-78, 192, 172
-81, 203, 171
-74, 190, 170
-82, 190, 168
-81, 193, 167
-83, 193, 174
-86, 194, 168
-89, 197, 167
-90, 198, 172
-84, 204, 172
-76, 194, 168
-81, 191, 167
-83, 195, 175
-84, 192, 166
-84, 192, 170
-87, 193, 167
-85, 201, 171
-95, 199, 175
-92, 198, 176
-91, 201, 169
-87, 199, 169
-86, 208, 170
-93, 205, 169
-95, 205, 163
-86, 200, 172
-81, 207, 177
-86, 208, 174
-90, 210, 172
-85, 205, 179
-88, 208, 176
-92, 200, 172
-92, 202, 178
-86, 198, 174
-84, 204, 170
-97, 205, 173
-83, 209, 169
-94, 208, 178
-86, 204, 170
-91, 203, 171
-91, 199, 169
-96, 206, 176
-94, 206, 176
-83, 197, 173
-96, 202, 172
-105, 207, 175
-96, 202, 174
-93, 205, 177
-96, 202, 176
-94, 200, 176
-99, 199, 173
-94, 196, 174
-90, 190, 172
-96, 200, 172
-94, 190, 174
-93, 189, 173
-101, 197, 171
-94, 194, 168
-90, 193, 173
-99, 193, 171
-111, 197, 161
-113, 197, 157
-137, 201, 137
-137, 197, 133
-137, 191, 127
-147, 201, 108
-157, 201, 103
-166, 194, 98
-165, 193, 75
-169, 187, 73
-180, 206, 56
-172, 210, 62
-184, 200, 64
-181, 201, 53
-183, 211, 49
-187, 203, 51
-192, 202, 46
-182, 206, 38
-187, 197, 41
-193, 201, 39
-182, 208, 28
-183, 203, 25
-181, 201, 19
-184, 192, 2
-195, 193, 3
-181, 197, -7
-188, 194, -22
-178, 190, -34
-177, 185, -55
-170, 182, -74
-165, 179, -77
-158, 180, -92
-164, 166, -100
-160, 168, -106
-158, 172, -110
-162, 172, -114
-162, 178, -124
-151, 181, -129
-153, 187, -123
-162, 192, -136
-163, 197, -131
-155, 195, -139
-155, 205, -151
-164, 200, -148
-156, 206, -160
-157, 215, -169
-148, 215, -167
-138, 222, -170
-145, 219, -183
-138, 224, -178
-135, 227, -189
-138, 222, -186
-126, 232, -192
-132, 228, -199
-117, 229, -211
-107, 235, -207
-109, 235, -215
-106, 239, -215
-97, 225, -215
-98, 224, -222
-79, 229, -221
-72, 226, -226
-56, 234, -232
-25, 221, -237
-19, 223, -248
-8, 222, -240
3, 227, -245
26, 210, -248
39, 211, -243
56, 214, -246
71, 223, -247
78, 208, -238
91, 209, -229
97, 215, -237
115, 213, -227
