0.4101, 0.8707, 0.7003, -0.0789, 0.0461, 0.7699
0.3722, 0.8644, 0.6814, -0.0456, -0.2020, 1.9465
0.4069, 0.8738, 0.6845, 1.0864, -0.4439, 0.7604
0.3975, 0.8517, 0.6751, 0.0418, 0.4420, 1.8734
0.3975, 0.8580, 0.6877, -0.7314, -0.0537, 0.9747
0.3880, 0.8233, 0.7098, 0.7209, 0.2091, 1.4409
0.3785, 0.8328, 0.6877, 0.2376, -0.1354, 0.7119
0.3785, 0.8454, 0.7192, 0.0238, -0.0623, 0.6720
0.3817, 0.8297, 0.7035, 0.3436, -0.0808, 1.0446
0.3596, 0.8328, 0.6877, -0.0604, 0.0865, 1.0412
0.3754, 0.8044, 0.7224, -0.1583, -0.0285, 0.7632
0.3596, 0.8202, 0.7066, -0.2699, -0.0109, 1.3192
0.3785, 0.8202, 0.7003, -0.0632, 0.0271, 1.0816
0.3849, 0.8454, 0.7003, -0.1649, 0.1036, 1.0926
0.3565, 0.8360, 0.7035, -0.0551, 0.0390, 1.0583
0.4069, 0.8107, 0.6782, -0.0618, 0.0238, 1.0560
0.4006, 0.8233, 0.7224, -0.0475, 0.0394, 1.0531
0.3785, 0.8265, 0.7192, -0.0190, 0.0675, 1.0151
0.3691, 0.8170, 0.6909, 0.0732, -0.0086, 0.9832
0.3754, 0.8423, 0.7161, -0.0841, 0.0703, 1.1097
0.3912, 0.8391, 0.7003, -0.0870, 0.0385, 1.0341
0.3754, 0.8360, 0.6845, -0.0984, 0.0166, 1.1824
0.3849, 0.8265, 0.7129, -0.0195, 0.0162, 1.0897
0.3912, 0.8265, 0.7129, -0.0181, 0.0637, 1.0726
0.3817, 0.8233, 0.6972, 0.0437, -0.0048, 1.0702
0.3691, 0.8107, 0.7035, -0.2034, 0.1074, 1.0678
0.3849, 0.7950, 0.7319, -0.0879, 0.0342, 1.1006
0.3565, 0.8297, 0.6972, -0.0618, 0.0342, 1.0631
0.3691, 0.8044, 0.7098, -0.0418, 0.0375, 1.0602
0.3785, 0.8265, 0.7003, -0.1221, 0.0133, 1.1106
0.3438, 0.8360, 0.7098, -0.1079, 0.0361, 1.0868
0.3975, 0.8265, 0.7256, -0.0114, -0.0333, 0.9590
0.3533, 0.8454, 0.6940, -0.0124, 0.0380, 1.0365
0.3754, 0.8107, 0.7035, -0.0979, 0.0523, 1.1386
0.3785, 0.8139, 0.6972, -0.0399, 0.0699, 1.0412
0.3785, 0.8139, 0.6940, -0.0508, 0.0238, 1.1215
0.3596, 0.8202, 0.7003, -0.0413, -0.0048, 1.0650
0.3722, 0.8202, 0.6814, -0.1098, 0.0399, 1.0427
0.3565, 0.8107, 0.6972, -0.0223, 0.0404, 1.0365
0.3817, 0.8170, 0.6909, -0.0166, 0.0504, 1.0236
0.3628, 0.8044, 0.7098, -0.0280, 0.0547, 1.0526
0.3975, 0.8265, 0.7066, -0.0570, 0.0352, 1.0826
0.3533, 0.8265, 0.6940, -0.0561, 0.0304, 1.0374
0.3722, 0.8076, 0.6877, -0.0432, 0.0290, 1.0650
0.3912, 0.8202, 0.6877, -0.0385, -0.0067, 1.0859
0.3785, 0.8013, 0.7066, 0.0005, 0.0200, 1.0916
0.3880, 0.7729, 0.7161, -0.0466, 0.0219, 1.0845
0.4006, 0.7981, 0.6972, -0.1929, -0.1934, 0.9661
0.3691, 0.8044, 0.6909, 0.1487, 0.0798, 0.8046
0.3722, 0.7823, 0.7003, 0.0252, -0.1174, 0.8317
0.3754, 0.7855, 0.7098, -0.0480, -0.0746, 1.0607
0.3691, 0.8044, 0.7098, 0.0157, -0.0071, 1.0217
0.3943, 0.7918, 0.6972, 0.4111, 0.0394, 0.6610
0.3691, 0.7603, 0.6909, 0.5817, -0.0675, 0.1644
0.3817, 0.7666, 0.6845, -0.1036, 0.1464, 0.6710
0.3817, 0.7539, 0.7098, 0.0855, -0.0247, 1.1106
0.3375, 0.7476, 0.6972, -0.1511, 0.1440, 1.0949
0.3470, 0.7445, 0.6877, -0.1312, -0.1411, 1.1828
0.3722, 0.7508, 0.6625, 0.0024, 0.0128, 1.0113
0.3407, 0.7192, 0.6751, 0.0337, -0.0238, 1.1044
0.3628, 0.7224, 0.6845, 0.0394, -0.0290, 1.0536
0.3628, 0.7098, 0.6719, 0.0119, -0.0613, 1.2774
0.3565, 0.7035, 0.6593, -0.2975, -0.0247, 1.9465
0.3754, 0.7098, 0.6467, -1.1405, -0.5289, 0.7732
0.3785, 0.6940, 0.6751, -0.3113, -0.5817, 1.2993
0.3691, 0.6972, 0.6656, -0.3270, -0.0356, 1.3112
0.3502, 0.7098, 0.6530, 0.1929, -0.2191, 1.1814
0.3628, 0.6972, 0.6656, -0.0114, -0.1711, 1.0189
0.3470, 0.7003, 0.6688, -0.2799, 0.0428, 1.1201
0.3312, 0.6656, 0.6656, -0.2965, -0.0152, 1.2456
0.3533, 0.7003, 0.6814, -0.2889, -0.0537, 1.5127
0.3470, 0.6656, 0.6467, -0.1065, -0.1602, 1.0945
0.3565, 0.6845, 0.6404, -0.3422, -0.2224, 0.8697
0.3912, 0.6877, 0.6498, 0.1720, -0.0466, 0.5237
0.3754, 0.6719, 0.6530, 0.0860, -0.0390, 1.0683
0.3502, 0.6909, 0.6467, 0.1611, -0.1516, 1.1087
0.3880, 0.6972, 0.6593, -0.4662, 0.0604, 1.4380
0.3596, 0.6877, 0.6562, -0.1468, -0.2124, 1.1634
0.3691, 0.6719, 0.6467, -0.1421, -0.2039, 1.0640
0.3943, 0.6656, 0.6341, -0.0209, -0.2661, 1.0940
0.3912, 0.6814, 0.6625, 0.0029, -0.1906, 1.0921
0.4132, 0.6909, 0.6151, -0.0993, -0.1830, 1.3839
0.4290, 0.6814, 0.6183, 0.0675, -0.1901, 1.2940
0.4574, 0.6593, 0.6151, 0.0556, -0.1777, 1.2080
0.4164, 0.6877, 0.6057, 0.0523, -0.1882, 1.0830
0.4006, 0.6530, 0.6151, 0.0708, -0.2286, 1.0887
0.4543, 0.6562, 0.5994, 0.0841, -0.2785, 1.0664
0.4574, 0.6656, 0.6088, -0.0456, -0.2143, 1.1234
0.4164, 0.6372, 0.6183, 0.0547, -0.3132, 1.1729
0.4448, 0.6341, 0.5962, 0.0808, -0.3512, 1.0103
0.4132, 0.6278, 0.6088, 0.1079, -0.3365, 0.9362
0.4101, 0.6498, 0.6183, 0.0770, -0.2039, 1.0906
0.4259, 0.6656, 0.6278, 0.0770, -0.2790, 1.2156
0.4227, 0.6562, 0.6372, 0.0936, -0.1559, 1.0004
0.4259, 0.6467, 0.6278, 0.1065, -0.2072, 0.8787
0.4006, 0.6404, 0.6215, -0.0333, -0.2542, 0.8720
0.3880, 0.6719, 0.6404, 0.0067, -0.3022, 0.9186
0.3754, 0.6719, 0.6593, -0.0214, -0.2310, 1.0916
0.3912, 0.6688, 0.6625, 0.0680, -0.2053, 1.1424
0.3596, 0.6814, 0.6435, 0.0960, -0.2409, 1.1296
0.3880, 0.6782, 0.6593, 0.0993, -0.1910, 1.0697
0.3849, 0.6814, 0.6562, 0.1459, -0.2257, 1.0194
0.3754, 0.6530, 0.6530, -0.0646, -0.0851, 1.0902
0.3659, 0.6562, 0.6625, -0.1440, -0.0081, 0.9638
0.3565, 0.6593, 0.6467, -0.1402, -0.3027, 0.9257
0.3502, 0.6404, 0.6404, -0.0257, -0.3170, 1.0769
0.3565, 0.6404, 0.6530, -0.0599, -0.2077, 1.0260
0.3596, 0.6435, 0.6625, -0.1597, -0.1768, 1.0545
0.3438, 0.6278, 0.6530, -0.0580, -0.1720, 0.9177
0.3628, 0.6215, 0.6719, 0.0784, -0.1416, 1.0137
0.3375, 0.6530, 0.6593, 0.1364, -0.2699, 1.1306
0.3344, 0.6751, 0.6814, -0.1065, -0.3213, 1.1710
0.3249, 0.6278, 0.6719, -0.3655, -0.2395, 0.9804
0.3470, 0.6625, 0.6940, -0.1421, -0.0775, 0.7927
0.3375, 0.6719, 0.6782, 0.0394, 0.0851, 0.7665
0.3502, 0.6845, 0.6940, 0.0661, 0.0323, 0.8825
0.3218, 0.6688, 0.6972, -0.0751, -0.0480, 0.6292
0.2934, 0.7098, 0.7224, -0.4182, -0.1896, 0.7361
0.2744, 0.7161, 0.7287, -0.6572, -0.2134, 1.2133
